fold,split,slide_id,feature_dir,h5_path,dataset_key,n_patches,feature_dim,has_coords
1,train,TCGA-V4-A9EM-01,features_hoptimus1,L:\20x_256px_0px_overlap\features_hoptimus1\TCGA-V4-A9EM-01.h5,features,9347,1536,True
1,train,TCGA-V4-A9EM-01,features_virchow,L:\20x_256px_0px_overlap\features_virchow\TCGA-V4-A9EM-01.h5,features,9347,2560,True
1,train,TCGA-V4-A9EM-01,features_hoptimus0,L:\20x_256px_0px_overlap\features_hoptimus0\TCGA-V4-A9EM-01.h5,features,9347,1536,True
1,train,TCGA-V4-A9EQ-01,features_hoptimus1,L:\20x_256px_0px_overlap\features_hoptimus1\TCGA-V4-A9EQ-01.h5,features,20937,1536,True
1,train,TCGA-V4-A9EQ-01,features_virchow,L:\20x_256px_0px_overlap\features_virchow\TCGA-V4-A9EQ-01.h5,features,20937,2560,True
1,train,TCGA-V4-A9EQ-01,features_hoptimus0,L:\20x_256px_0px_overlap\features_hoptimus0\TCGA-V4-A9EQ-01.h5,features,20937,1536,True
1,train,TCGA-V4-A9ES-01,features_hoptimus1,L:\20x_256px_0px_overlap\features_hoptimus1\TCGA-V4-A9ES-01.h5,features,6083,1536,True
1,train,TCGA-V4-A9ES-01,features_virchow,L:\20x_256px_0px_overlap\features_virchow\TCGA-V4-A9ES-01.h5,features,6083,2560,True
1,train,TCGA-V4-A9ES-01,features_hoptimus0,L:\20x_256px_0px_overlap\features_hoptimus0\TCGA-V4-A9ES-01.h5,features,6083,1536,True
1,train,TCGA-V4-A9ET-01,features_hoptimus1,L:\20x_256px_0px_overlap\features_hoptimus1\TCGA-V4-A9ET-01.h5,features,11689,1536,True
1,train,TCGA-V4-A9ET-01,features_virchow,L:\20x_256px_0px_overlap\features_virchow\TCGA-V4-A9ET-01.h5,features,11689,2560,True
1,train,TCGA-V4-A9ET-01,features_hoptimus0,L:\20x_256px_0px_overlap\features_hoptimus0\TCGA-V4-A9ET-01.h5,features,11689,1536,True
1,train,TCGA-V4-A9EV-01,features_hoptimus1,L:\20x_256px_0px_overlap\features_hoptimus1\TCGA-V4-A9EV-01.h5,features,7589,1536,True
1,train,TCGA-V4-A9EV-01,features_virchow,L:\20x_256px_0px_overlap\features_virchow\TCGA-V4-A9EV-01.h5,features,7589,2560,True
1,train,TCGA-V4-A9EV-01,features_hoptimus0,L:\20x_256px_0px_overlap\features_hoptimus0\TCGA-V4-A9EV-01.h5,features,7589,1536,True
1,train,TCGA-V4-A9EW-01,features_hoptimus1,L:\20x_256px_0px_overlap\features_hoptimus1\TCGA-V4-A9EW-01.h5,features,11364,1536,True
1,train,TCGA-V4-A9EW-01,features_virchow,L:\20x_256px_0px_overlap\features_virchow\TCGA-V4-A9EW-01.h5,features,11364,2560,True
1,train,TCGA-V4-A9EW-01,features_hoptimus0,L:\20x_256px_0px_overlap\features_hoptimus0\TCGA-V4-A9EW-01.h5,features,11364,1536,True
1,train,TCGA-V4-A9EX-01,features_hoptimus1,L:\20x_256px_0px_overlap\features_hoptimus1\TCGA-V4-A9EX-01.h5,features,11631,1536,True
1,train,TCGA-V4-A9EX-01,features_virchow,L:\20x_256px_0px_overlap\features_virchow\TCGA-V4-A9EX-01.h5,features,11631,2560,True
1,train,TCGA-V4-A9EX-01,features_hoptimus0,L:\20x_256px_0px_overlap\features_hoptimus0\TCGA-V4-A9EX-01.h5,features,11631,1536,True
1,train,TCGA-V4-A9EY-01,features_hoptimus1,L:\20x_256px_0px_overlap\features_hoptimus1\TCGA-V4-A9EY-01.h5,features,8913,1536,True
1,train,TCGA-V4-A9EY-01,features_virchow,L:\20x_256px_0px_overlap\features_virchow\TCGA-V4-A9EY-01.h5,features,8913,2560,True
1,train,TCGA-V4-A9EY-01,features_hoptimus0,L:\20x_256px_0px_overlap\features_hoptimus0\TCGA-V4-A9EY-01.h5,features,8913,1536,True
1,train,TCGA-V4-A9EZ-01,features_hoptimus1,L:\20x_256px_0px_overlap\features_hoptimus1\TCGA-V4-A9EZ-01.h5,features,13939,1536,True
1,train,TCGA-V4-A9EZ-01,features_virchow,L:\20x_256px_0px_overlap\features_virchow\TCGA-V4-A9EZ-01.h5,features,13939,2560,True
1,train,TCGA-V4-A9EZ-01,features_hoptimus0,L:\20x_256px_0px_overlap\features_hoptimus0\TCGA-V4-A9EZ-01.h5,features,13939,1536,True
1,train,TCGA-V4-A9F1-01,features_hoptimus1,L:\20x_256px_0px_overlap\features_hoptimus1\TCGA-V4-A9F1-01.h5,features,6596,1536,True
1,train,TCGA-V4-A9F1-01,features_virchow,L:\20x_256px_0px_overlap\features_virchow\TCGA-V4-A9F1-01.h5,features,6596,2560,True
1,train,TCGA-V4-A9F1-01,features_hoptimus0,L:\20x_256px_0px_overlap\features_hoptimus0\TCGA-V4-A9F1-01.h5,features,6596,1536,True
1,train,TCGA-V4-A9F4-01,features_hoptimus1,L:\20x_256px_0px_overlap\features_hoptimus1\TCGA-V4-A9F4-01.h5,features,10499,1536,True
1,train,TCGA-V4-A9F4-01,features_virchow,L:\20x_256px_0px_overlap\features_virchow\TCGA-V4-A9F4-01.h5,features,10499,2560,True
1,train,TCGA-V4-A9F4-01,features_hoptimus0,L:\20x_256px_0px_overlap\features_hoptimus0\TCGA-V4-A9F4-01.h5,features,10499,1536,True
1,train,TCGA-V4-A9F7-01,features_hoptimus1,L:\20x_256px_0px_overlap\features_hoptimus1\TCGA-V4-A9F7-01.h5,features,9280,1536,True
1,train,TCGA-V4-A9F7-01,features_virchow,L:\20x_256px_0px_overlap\features_virchow\TCGA-V4-A9F7-01.h5,features,9280,2560,True
1,train,TCGA-V4-A9F7-01,features_hoptimus0,L:\20x_256px_0px_overlap\features_hoptimus0\TCGA-V4-A9F7-01.h5,features,9280,1536,True
1,train,TCGA-VD-A8K7-01,features_hoptimus1,L:\20x_256px_0px_overlap\features_hoptimus1\TCGA-VD-A8K7-01.h5,features,12043,1536,True
1,train,TCGA-VD-A8K7-01,features_virchow,L:\20x_256px_0px_overlap\features_virchow\TCGA-VD-A8K7-01.h5,features,12043,2560,True
1,train,TCGA-VD-A8K7-01,features_hoptimus0,L:\20x_256px_0px_overlap\features_hoptimus0\TCGA-VD-A8K7-01.h5,features,12043,1536,True
1,train,TCGA-VD-A8K8-01,features_hoptimus1,L:\20x_256px_0px_overlap\features_hoptimus1\TCGA-VD-A8K8-01.h5,features,15025,1536,True
1,train,TCGA-VD-A8K8-01,features_virchow,L:\20x_256px_0px_overlap\features_virchow\TCGA-VD-A8K8-01.h5,features,15025,2560,True
1,train,TCGA-VD-A8K8-01,features_hoptimus0,L:\20x_256px_0px_overlap\features_hoptimus0\TCGA-VD-A8K8-01.h5,features,15025,1536,True
1,train,TCGA-VD-A8K9-01,features_hoptimus1,L:\20x_256px_0px_overlap\features_hoptimus1\TCGA-VD-A8K9-01.h5,features,6912,1536,True
1,train,TCGA-VD-A8K9-01,features_virchow,L:\20x_256px_0px_overlap\features_virchow\TCGA-VD-A8K9-01.h5,features,6912,2560,True
1,train,TCGA-VD-A8K9-01,features_hoptimus0,L:\20x_256px_0px_overlap\features_hoptimus0\TCGA-VD-A8K9-01.h5,features,6912,1536,True
1,train,TCGA-VD-A8KA-01,features_hoptimus1,L:\20x_256px_0px_overlap\features_hoptimus1\TCGA-VD-A8KA-01.h5,features,4434,1536,True
1,train,TCGA-VD-A8KA-01,features_virchow,L:\20x_256px_0px_overlap\features_virchow\TCGA-VD-A8KA-01.h5,features,4434,2560,True
1,train,TCGA-VD-A8KA-01,features_hoptimus0,L:\20x_256px_0px_overlap\features_hoptimus0\TCGA-VD-A8KA-01.h5,features,4434,1536,True
1,train,TCGA-VD-A8KB-01,features_hoptimus1,L:\20x_256px_0px_overlap\features_hoptimus1\TCGA-VD-A8KB-01.h5,features,4717,1536,True
1,train,TCGA-VD-A8KB-01,features_virchow,L:\20x_256px_0px_overlap\features_virchow\TCGA-VD-A8KB-01.h5,features,4717,2560,True
1,train,TCGA-VD-A8KB-01,features_hoptimus0,L:\20x_256px_0px_overlap\features_hoptimus0\TCGA-VD-A8KB-01.h5,features,4717,1536,True
1,train,TCGA-VD-A8KD-01,features_hoptimus1,L:\20x_256px_0px_overlap\features_hoptimus1\TCGA-VD-A8KD-01.h5,features,14032,1536,True
1,train,TCGA-VD-A8KD-01,features_virchow,L:\20x_256px_0px_overlap\features_virchow\TCGA-VD-A8KD-01.h5,features,14032,2560,True
1,train,TCGA-VD-A8KD-01,features_hoptimus0,L:\20x_256px_0px_overlap\features_hoptimus0\TCGA-VD-A8KD-01.h5,features,14032,1536,True
1,train,TCGA-VD-A8KE-01,features_hoptimus1,L:\20x_256px_0px_overlap\features_hoptimus1\TCGA-VD-A8KE-01.h5,features,9643,1536,True
1,train,TCGA-VD-A8KE-01,features_virchow,L:\20x_256px_0px_overlap\features_virchow\TCGA-VD-A8KE-01.h5,features,9643,2560,True
1,train,TCGA-VD-A8KE-01,features_hoptimus0,L:\20x_256px_0px_overlap\features_hoptimus0\TCGA-VD-A8KE-01.h5,features,9643,1536,True
1,train,TCGA-VD-A8KF-01,features_hoptimus1,L:\20x_256px_0px_overlap\features_hoptimus1\TCGA-VD-A8KF-01.h5,features,8132,1536,True
1,train,TCGA-VD-A8KF-01,features_virchow,L:\20x_256px_0px_overlap\features_virchow\TCGA-VD-A8KF-01.h5,features,8132,2560,True
1,train,TCGA-VD-A8KF-01,features_hoptimus0,L:\20x_256px_0px_overlap\features_hoptimus0\TCGA-VD-A8KF-01.h5,features,8132,1536,True
1,train,TCGA-VD-A8KG-01,features_hoptimus1,L:\20x_256px_0px_overlap\features_hoptimus1\TCGA-VD-A8KG-01.h5,features,10239,1536,True
1,train,TCGA-VD-A8KG-01,features_virchow,L:\20x_256px_0px_overlap\features_virchow\TCGA-VD-A8KG-01.h5,features,10239,2560,True
1,train,TCGA-VD-A8KG-01,features_hoptimus0,L:\20x_256px_0px_overlap\features_hoptimus0\TCGA-VD-A8KG-01.h5,features,10239,1536,True
1,train,TCGA-VD-A8KI-01,features_hoptimus1,L:\20x_256px_0px_overlap\features_hoptimus1\TCGA-VD-A8KI-01.h5,features,9716,1536,True
1,train,TCGA-VD-A8KI-01,features_virchow,L:\20x_256px_0px_overlap\features_virchow\TCGA-VD-A8KI-01.h5,features,9716,2560,True
1,train,TCGA-VD-A8KI-01,features_hoptimus0,L:\20x_256px_0px_overlap\features_hoptimus0\TCGA-VD-A8KI-01.h5,features,9716,1536,True
1,train,TCGA-VD-A8KJ-01,features_hoptimus1,L:\20x_256px_0px_overlap\features_hoptimus1\TCGA-VD-A8KJ-01.h5,features,24821,1536,True
1,train,TCGA-VD-A8KJ-01,features_virchow,L:\20x_256px_0px_overlap\features_virchow\TCGA-VD-A8KJ-01.h5,features,24821,2560,True
1,train,TCGA-VD-A8KJ-01,features_hoptimus0,L:\20x_256px_0px_overlap\features_hoptimus0\TCGA-VD-A8KJ-01.h5,features,24821,1536,True
1,train,TCGA-VD-A8KK-01,features_hoptimus1,L:\20x_256px_0px_overlap\features_hoptimus1\TCGA-VD-A8KK-01.h5,features,13376,1536,True
1,train,TCGA-VD-A8KK-01,features_virchow,L:\20x_256px_0px_overlap\features_virchow\TCGA-VD-A8KK-01.h5,features,13376,2560,True
1,train,TCGA-VD-A8KK-01,features_hoptimus0,L:\20x_256px_0px_overlap\features_hoptimus0\TCGA-VD-A8KK-01.h5,features,13376,1536,True
1,train,TCGA-VD-A8KM-01,features_hoptimus1,L:\20x_256px_0px_overlap\features_hoptimus1\TCGA-VD-A8KM-01.h5,features,10774,1536,True
1,train,TCGA-VD-A8KM-01,features_virchow,L:\20x_256px_0px_overlap\features_virchow\TCGA-VD-A8KM-01.h5,features,10774,2560,True
1,train,TCGA-VD-A8KM-01,features_hoptimus0,L:\20x_256px_0px_overlap\features_hoptimus0\TCGA-VD-A8KM-01.h5,features,10774,1536,True
1,train,TCGA-VD-A8KN-01,features_hoptimus1,L:\20x_256px_0px_overlap\features_hoptimus1\TCGA-VD-A8KN-01.h5,features,7568,1536,True
1,train,TCGA-VD-A8KN-01,features_virchow,L:\20x_256px_0px_overlap\features_virchow\TCGA-VD-A8KN-01.h5,features,7568,2560,True
1,train,TCGA-VD-A8KN-01,features_hoptimus0,L:\20x_256px_0px_overlap\features_hoptimus0\TCGA-VD-A8KN-01.h5,features,7568,1536,True
1,train,TCGA-VD-A8KO-01,features_hoptimus1,L:\20x_256px_0px_overlap\features_hoptimus1\TCGA-VD-A8KO-01.h5,features,12550,1536,True
1,train,TCGA-VD-A8KO-01,features_virchow,L:\20x_256px_0px_overlap\features_virchow\TCGA-VD-A8KO-01.h5,features,12550,2560,True
1,train,TCGA-VD-A8KO-01,features_hoptimus0,L:\20x_256px_0px_overlap\features_hoptimus0\TCGA-VD-A8KO-01.h5,features,12550,1536,True
1,train,TCGA-VD-AA8M-01,features_hoptimus1,L:\20x_256px_0px_overlap\features_hoptimus1\TCGA-VD-AA8M-01.h5,features,9864,1536,True
1,train,TCGA-VD-AA8M-01,features_virchow,L:\20x_256px_0px_overlap\features_virchow\TCGA-VD-AA8M-01.h5,features,9864,2560,True
1,train,TCGA-VD-AA8M-01,features_hoptimus0,L:\20x_256px_0px_overlap\features_hoptimus0\TCGA-VD-AA8M-01.h5,features,9864,1536,True
1,train,TCGA-VD-AA8N-01,features_hoptimus1,L:\20x_256px_0px_overlap\features_hoptimus1\TCGA-VD-AA8N-01.h5,features,27869,1536,True
1,train,TCGA-VD-AA8N-01,features_virchow,L:\20x_256px_0px_overlap\features_virchow\TCGA-VD-AA8N-01.h5,features,27869,2560,True
1,train,TCGA-VD-AA8N-01,features_hoptimus0,L:\20x_256px_0px_overlap\features_hoptimus0\TCGA-VD-AA8N-01.h5,features,27869,1536,True
1,train,TCGA-VD-AA8O-01,features_hoptimus1,L:\20x_256px_0px_overlap\features_hoptimus1\TCGA-VD-AA8O-01.h5,features,11099,1536,True
1,train,TCGA-VD-AA8O-01,features_virchow,L:\20x_256px_0px_overlap\features_virchow\TCGA-VD-AA8O-01.h5,features,11099,2560,True
1,train,TCGA-VD-AA8O-01,features_hoptimus0,L:\20x_256px_0px_overlap\features_hoptimus0\TCGA-VD-AA8O-01.h5,features,11099,1536,True
1,train,TCGA-VD-AA8P-01,features_hoptimus1,L:\20x_256px_0px_overlap\features_hoptimus1\TCGA-VD-AA8P-01.h5,features,6705,1536,True
1,train,TCGA-VD-AA8P-01,features_virchow,L:\20x_256px_0px_overlap\features_virchow\TCGA-VD-AA8P-01.h5,features,6705,2560,True
1,train,TCGA-VD-AA8P-01,features_hoptimus0,L:\20x_256px_0px_overlap\features_hoptimus0\TCGA-VD-AA8P-01.h5,features,6705,1536,True
1,train,TCGA-VD-AA8Q-01,features_hoptimus1,L:\20x_256px_0px_overlap\features_hoptimus1\TCGA-VD-AA8Q-01.h5,features,10060,1536,True
1,train,TCGA-VD-AA8Q-01,features_virchow,L:\20x_256px_0px_overlap\features_virchow\TCGA-VD-AA8Q-01.h5,features,10060,2560,True
1,train,TCGA-VD-AA8Q-01,features_hoptimus0,L:\20x_256px_0px_overlap\features_hoptimus0\TCGA-VD-AA8Q-01.h5,features,10060,1536,True
1,train,TCGA-VD-AA8R-01,features_hoptimus1,L:\20x_256px_0px_overlap\features_hoptimus1\TCGA-VD-AA8R-01.h5,features,8307,1536,True
1,train,TCGA-VD-AA8R-01,features_virchow,L:\20x_256px_0px_overlap\features_virchow\TCGA-VD-AA8R-01.h5,features,8307,2560,True
1,train,TCGA-VD-AA8R-01,features_hoptimus0,L:\20x_256px_0px_overlap\features_hoptimus0\TCGA-VD-AA8R-01.h5,features,8307,1536,True
1,train,TCGA-VD-AA8S-01,features_hoptimus1,L:\20x_256px_0px_overlap\features_hoptimus1\TCGA-VD-AA8S-01.h5,features,8513,1536,True
1,train,TCGA-VD-AA8S-01,features_virchow,L:\20x_256px_0px_overlap\features_virchow\TCGA-VD-AA8S-01.h5,features,8513,2560,True
1,train,TCGA-VD-AA8S-01,features_hoptimus0,L:\20x_256px_0px_overlap\features_hoptimus0\TCGA-VD-AA8S-01.h5,features,8513,1536,True
1,train,TCGA-VD-AA8T-01,features_hoptimus1,L:\20x_256px_0px_overlap\features_hoptimus1\TCGA-VD-AA8T-01.h5,features,10168,1536,True
1,train,TCGA-VD-AA8T-01,features_virchow,L:\20x_256px_0px_overlap\features_virchow\TCGA-VD-AA8T-01.h5,features,10168,2560,True
1,train,TCGA-VD-AA8T-01,features_hoptimus0,L:\20x_256px_0px_overlap\features_hoptimus0\TCGA-VD-AA8T-01.h5,features,10168,1536,True
1,train,TCGA-WC-A87T-01,features_hoptimus1,L:\20x_256px_0px_overlap\features_hoptimus1\TCGA-WC-A87T-01.h5,features,9543,1536,True
1,train,TCGA-WC-A87T-01,features_virchow,L:\20x_256px_0px_overlap\features_virchow\TCGA-WC-A87T-01.h5,features,9543,2560,True
1,train,TCGA-WC-A87T-01,features_hoptimus0,L:\20x_256px_0px_overlap\features_hoptimus0\TCGA-WC-A87T-01.h5,features,9543,1536,True
1,train,TCGA-WC-A87U-01,features_hoptimus1,L:\20x_256px_0px_overlap\features_hoptimus1\TCGA-WC-A87U-01.h5,features,10444,1536,True
1,train,TCGA-WC-A87U-01,features_virchow,L:\20x_256px_0px_overlap\features_virchow\TCGA-WC-A87U-01.h5,features,10444,2560,True
1,train,TCGA-WC-A87U-01,features_hoptimus0,L:\20x_256px_0px_overlap\features_hoptimus0\TCGA-WC-A87U-01.h5,features,10444,1536,True
1,train,TCGA-WC-A87W-01,features_hoptimus1,L:\20x_256px_0px_overlap\features_hoptimus1\TCGA-WC-A87W-01.h5,features,9388,1536,True
1,train,TCGA-WC-A87W-01,features_virchow,L:\20x_256px_0px_overlap\features_virchow\TCGA-WC-A87W-01.h5,features,9388,2560,True
1,train,TCGA-WC-A87W-01,features_hoptimus0,L:\20x_256px_0px_overlap\features_hoptimus0\TCGA-WC-A87W-01.h5,features,9388,1536,True
1,train,TCGA-WC-A87Y-01,features_hoptimus1,L:\20x_256px_0px_overlap\features_hoptimus1\TCGA-WC-A87Y-01.h5,features,10479,1536,True
1,train,TCGA-WC-A87Y-01,features_virchow,L:\20x_256px_0px_overlap\features_virchow\TCGA-WC-A87Y-01.h5,features,10479,2560,True
1,train,TCGA-WC-A87Y-01,features_hoptimus0,L:\20x_256px_0px_overlap\features_hoptimus0\TCGA-WC-A87Y-01.h5,features,10479,1536,True
1,train,TCGA-WC-A880-01,features_hoptimus1,L:\20x_256px_0px_overlap\features_hoptimus1\TCGA-WC-A880-01.h5,features,13659,1536,True
1,train,TCGA-WC-A880-01,features_virchow,L:\20x_256px_0px_overlap\features_virchow\TCGA-WC-A880-01.h5,features,13659,2560,True
1,train,TCGA-WC-A880-01,features_hoptimus0,L:\20x_256px_0px_overlap\features_hoptimus0\TCGA-WC-A880-01.h5,features,13659,1536,True
1,train,TCGA-WC-A881-01,features_hoptimus1,L:\20x_256px_0px_overlap\features_hoptimus1\TCGA-WC-A881-01.h5,features,10181,1536,True
1,train,TCGA-WC-A881-01,features_virchow,L:\20x_256px_0px_overlap\features_virchow\TCGA-WC-A881-01.h5,features,10181,2560,True
1,train,TCGA-WC-A881-01,features_hoptimus0,L:\20x_256px_0px_overlap\features_hoptimus0\TCGA-WC-A881-01.h5,features,10181,1536,True
1,train,TCGA-WC-A884-01,features_hoptimus1,L:\20x_256px_0px_overlap\features_hoptimus1\TCGA-WC-A884-01.h5,features,12651,1536,True
1,train,TCGA-WC-A884-01,features_virchow,L:\20x_256px_0px_overlap\features_virchow\TCGA-WC-A884-01.h5,features,12651,2560,True
1,train,TCGA-WC-A884-01,features_hoptimus0,L:\20x_256px_0px_overlap\features_hoptimus0\TCGA-WC-A884-01.h5,features,12651,1536,True
1,train,TCGA-WC-A888-01,features_hoptimus1,L:\20x_256px_0px_overlap\features_hoptimus1\TCGA-WC-A888-01.h5,features,13611,1536,True
1,train,TCGA-WC-A888-01,features_virchow,L:\20x_256px_0px_overlap\features_virchow\TCGA-WC-A888-01.h5,features,13611,2560,True
1,train,TCGA-WC-A888-01,features_hoptimus0,L:\20x_256px_0px_overlap\features_hoptimus0\TCGA-WC-A888-01.h5,features,13611,1536,True
1,train,TCGA-WC-A88A-01,features_hoptimus1,L:\20x_256px_0px_overlap\features_hoptimus1\TCGA-WC-A88A-01.h5,features,11543,1536,True
1,train,TCGA-WC-A88A-01,features_virchow,L:\20x_256px_0px_overlap\features_virchow\TCGA-WC-A88A-01.h5,features,11543,2560,True
1,train,TCGA-WC-A88A-01,features_hoptimus0,L:\20x_256px_0px_overlap\features_hoptimus0\TCGA-WC-A88A-01.h5,features,11543,1536,True
1,train,TCGA-WC-AA9A-01,features_hoptimus1,L:\20x_256px_0px_overlap\features_hoptimus1\TCGA-WC-AA9A-01.h5,features,7380,1536,True
1,train,TCGA-WC-AA9A-01,features_virchow,L:\20x_256px_0px_overlap\features_virchow\TCGA-WC-AA9A-01.h5,features,7380,2560,True
1,train,TCGA-WC-AA9A-01,features_hoptimus0,L:\20x_256px_0px_overlap\features_hoptimus0\TCGA-WC-AA9A-01.h5,features,7380,1536,True
1,train,TCGA-WC-AA9E-01,features_hoptimus1,L:\20x_256px_0px_overlap\features_hoptimus1\TCGA-WC-AA9E-01.h5,features,10917,1536,True
1,train,TCGA-WC-AA9E-01,features_virchow,L:\20x_256px_0px_overlap\features_virchow\TCGA-WC-AA9E-01.h5,features,10917,2560,True
